Score,Date,Scent
2,"July 8, 2020",Pink Sands
5,"July 8, 2020",Pink Sands
2,"July 6, 2020",White Gardenia
5,"July 5, 2020",Lavender Vanilla
1,"July 4, 2020",Fresh Cut Roses
5,"July 4, 2020",Pink Sands
5,"July 3, 2020",Sun-Drenched Apricot Rose
2,"July 1, 2020",White Gardenia
5,"July 1, 2020",Midnight Jasmine
3,"July 1, 2020",Lavender
5,"June 30, 2020",Pink Sands
5,"June 29, 2020",Sun & Sand
5,"June 28, 2020",Midnight Jasmine
5,"June 27, 2020",Lilac Blossoms
1,"June 27, 2020",Lilac Blossoms
5,"June 26, 2020",Lilac Blossoms
1,"June 25, 2020",Honey Lavender Gelato
5,"June 24, 2020",Pink Sands
1,"June 24, 2020",Lavender
3,"June 23, 2020",Beach Walk
4,"June 23, 2020",White Gardenia
2,"June 23, 2020",Midnight Jasmine
5,"June 23, 2020",Lilac Blossoms
3,"June 22, 2020",White Gardenia
5,"June 22, 2020",Midnight Jasmine
2,"June 22, 2020",Midnight Jasmine
1,"June 22, 2020",Sun & Sand
1,"June 21, 2020",Fresh Cut Roses
4,"June 20, 2020",Wedding Day
5,"June 20, 2020",White Gardenia
5,"June 19, 2020",Fresh Cut Roses
5,"June 19, 2020",Fresh Cut Roses
4,"June 18, 2020",Beach Walk
4,"June 18, 2020",Flowers in the Sun
5,"June 18, 2020",Lavender Vanilla
5,"June 18, 2020",Fresh Cut Roses
5,"June 17, 2020",Fresh Cut Roses
5,"June 15, 2020",Lilac Blossoms
5,"June 15, 2020",Beach Walk
2,"June 14, 2020",Blue Summer Sky
5,"June 14, 2020",Beach Walk
2,"June 13, 2020",Beach Walk
1,"June 13, 2020",Lavender
2,"June 13, 2020",Beach Walk
5,"June 12, 2020",Beach Walk
5,"June 12, 2020",Fresh Cut Roses
5,"June 11, 2020",Pink Sands
5,"June 11, 2020",Lavender Vanilla
5,"June 11, 2020",Sun & Sand
5,"June 10, 2020",Lilac Blossoms
5,"June 10, 2020",Fresh Cut Roses
5,"June 10, 2020",Midnight Jasmine
5,"June 10, 2020",Pink Sands
1,"June 9, 2020",Lilac Blossoms
1,"June 9, 2020",Lavender
1,"June 9, 2020",Lavender
3,"June 8, 2020",Lilac Blossoms
5,"June 7, 2020",Sun & Sand
5,"June 7, 2020",Midnight Jasmine
1,"June 6, 2020",Lilac Blossoms
5,"June 5, 2020",Midnight Jasmine
1,"June 5, 2020",Fresh Cut Roses
1,"June 5, 2020",Pink Sands
2,"June 5, 2020",Sun & Sand
5,"June 5, 2020",Midnight Jasmine
5,"June 4, 2020",Lilac Blossoms
1,"June 4, 2020",Fresh Cut Roses
1,"June 4, 2020",Beach Walk
1,"June 3, 2020",Honey Lavender Gelato
2,"June 2, 2020",White Gardenia
5,"June 2, 2020",Fresh Cut Roses
3,"June 2, 2020",Lavender
5,"June 2, 2020",Lilac Blossoms
5,"May 31, 2020",Lavender
5,"May 31, 2020",Midnight Jasmine
1,"May 31, 2020",Pink Sands
5,"May 31, 2020",Pink Sands
5,"May 30, 2020",Lavender
1,"May 30, 2020",Lavender
5,"May 29, 2020",Beach Walk
1,"May 29, 2020",Lavender Vanilla
5,"May 29, 2020",Pink Sands
1,"May 28, 2020",Wedding Day
2,"May 28, 2020",Midnight Jasmine
5,"May 28, 2020",Beach Walk
1,"May 28, 2020",Pink Sands
3,"May 28, 2020",Lavender
3,"May 27, 2020",Pink Sands
3,"May 27, 2020",Pink Sands
5,"May 26, 2020",Fresh Cut Roses
4,"May 26, 2020",Midnight Jasmine
1,"May 26, 2020",Lavender
1,"May 25, 2020",Lavender
5,"May 25, 2020",Honey Lavender Gelato
3,"May 24, 2020",Pink Sands
5,"May 24, 2020",Beach Walk
2,"May 24, 2020",White Gardenia
5,"May 23, 2020",Fresh Cut Roses
2,"May 23, 2020",White Gardenia
1,"May 22, 2020",Fresh Cut Roses
5,"May 22, 2020",Sun-Drenched Apricot Rose
3,"May 22, 2020",Honey Lavender Gelato
1,"May 22, 2020",Color Me Happy
5,"May 22, 2020",Fresh Cut Roses
5,"May 22, 2020",Lavender
5,"May 21, 2020",Pink Sands
4,"May 21, 2020",Lavender Vanilla
1,"May 20, 2020",Pink Sands
1,"May 19, 2020",Pink Sands
5,"May 19, 2020",Pink Sands
5,"May 19, 2020",Pink Sands
4,"May 19, 2020",White Gardenia
1,"May 19, 2020",Pink Sands
1,"May 18, 2020",Sun & Sand
5,"May 18, 2020","Lavender, Lilac Blossoms"
5,"May 18, 2020",Lavender
3,"May 17, 2020",Sun & Sand
5,"May 17, 2020",Beach Walk
1,"May 17, 2020",Lilac Blossoms
1,"May 17, 2020",Lilac Blossoms
1,"May 16, 2020",Beach Walk
1,"May 16, 2020",Lavender
5,"May 16, 2020",Sun & Sand
5,"May 16, 2020",Lilac Blossoms
5,"May 15, 2020",Midnight Jasmine
5,"May 15, 2020",Lilac Blossoms
1,"May 14, 2020",Lilac Blossoms
3,"May 14, 2020",Fresh Cut Roses
5,"May 14, 2020",Pink Sands
1,"May 14, 2020",Fresh Cut Roses
5,"May 14, 2020",Pink Sands
1,"May 13, 2020",Lilac Blossoms
5,"May 13, 2020",Lilac Blossoms
1,"May 13, 2020",Pink Sands
5,"May 13, 2020","Lavender, Lilac Blossoms"
1,"May 13, 2020",Lavender
5,"May 12, 2020",Pink Sands
1,"May 12, 2020",Lavender Vanilla
5,"May 12, 2020",Pink Sands
5,"May 12, 2020",Pink Sands
2,"May 12, 2020",Beach Walk
5,"May 12, 2020",Lilac Blossoms
5,"May 12, 2020",Fresh Cut Roses
1,"May 12, 2020",Lilac Blossoms
5,"May 11, 2020",Sun & Sand
4,"May 11, 2020",Pink Sands
5,"May 11, 2020",Fresh Cut Roses
5,"May 11, 2020",Pink Sands
5,"May 11, 2020",Lilac Blossoms
1,"May 10, 2020",Lavender Vanilla
1,"May 10, 2020",Beach Walk
5,"May 9, 2020",Beach Walk
2,"May 9, 2020",Color Me Happy
5,"May 9, 2020",Pink Sands
5,"May 9, 2020",Pink Sands
1,"May 8, 2020",White Gardenia
1,"May 8, 2020",Midnight Jasmine
5,"May 8, 2020",Lilac Blossoms
5,"May 7, 2020",Lilac Blossoms
5,"May 7, 2020",Fresh Cut Roses
1,"May 7, 2020",Honey Lavender Gelato
2,"May 6, 2020",Lavender Vanilla
1,"May 6, 2020",Lilac Blossoms
5,"May 6, 2020",Pink Sands
5,"May 6, 2020",Fresh Cut Roses
5,"May 5, 2020",Honey Lavender Gelato
1,"May 5, 2020",Pink Sands
5,"May 5, 2020",Pink Sands
2,"May 4, 2020",Pink Sands
1,"May 4, 2020",Pink Sands
1,"May 4, 2020",Pink Sands
2,"May 4, 2020",White Gardenia
5,"May 4, 2020",Sun & Sand
1,"May 3, 2020",Pink Sands
1,"May 3, 2020",Lilac Blossoms
3,"May 3, 2020",Lilac Blossoms
5,"May 3, 2020",Pink Sands
5,"May 2, 2020",Lilac Blossoms
5,"May 2, 2020",Pink Sands
5,"May 2, 2020",Fresh Cut Roses
4,"May 2, 2020",Midnight Jasmine
1,"May 2, 2020",Honey Lavender Gelato
1,"May 2, 2020",Pink Sands
1,"May 1, 2020",Lilac Blossoms
1,"April 30, 2020",Pink Sands
5,"April 30, 2020",Fresh Cut Roses
2,"April 30, 2020",Lavender
5,"April 30, 2020",Beach Walk
5,"April 30, 2020",Pink Sands
5,"April 29, 2020",Lilac Blossoms
5,"April 29, 2020",Beach Walk
5,"April 29, 2020",Pink Sands
4,"April 29, 2020",Pink Sands
5,"April 28, 2020",Pink Sands
1,"April 28, 2020",Lilac Blossoms
4,"April 28, 2020",Lilac Blossoms
5,"April 28, 2020",Lilac Blossoms
5,"April 28, 2020",Lilac Blossoms
5,"April 27, 2020",Lilac Blossoms
4,"April 26, 2020",Lilac Blossoms
5,"April 26, 2020",Midnight Jasmine
3,"April 26, 2020",Flowers in the Sun
5,"April 26, 2020",Honey Lavender Gelato
5,"April 25, 2020",Pink Sands
5,"April 25, 2020",Pink Sands
1,"April 25, 2020",Honey Lavender Gelato
3,"April 24, 2020",Wildflower Blooms
5,"April 23, 2020",Lavender
1,"April 23, 2020",Lavender
5,"April 23, 2020",Lilac Blossoms
3,"April 23, 2020",Fresh Cut Roses
5,"April 23, 2020",Fresh Cut Roses
5,"April 23, 2020",Pink Sands
5,"April 23, 2020",Pink Sands
1,"April 22, 2020",Lilac Blossoms
1,"April 21, 2020",Lavender Vanilla
5,"April 21, 2020",Pink Sands
5,"April 20, 2020",Pink Sands
5,"April 20, 2020",Pink Sands
5,"April 20, 2020",Pink Sands
5,"April 20, 2020",Pink Sands
5,"April 18, 2020",Pink Sands
1,"April 18, 2020",Lavender
1,"April 18, 2020",Lilac Blossoms
1,"April 16, 2020",Pink Sands
2,"April 16, 2020",Enchanted Moon
5,"April 15, 2020",White Gardenia
1,"April 15, 2020",White Gardenia
5,"April 14, 2020",Midnight Jasmine
5,"April 14, 2020",Pink Sands
5,"April 14, 2020",Lilac Blossoms
2,"April 14, 2020",Pink Sands
5,"April 13, 2020",Lilac Blossoms
1,"April 13, 2020",Lavender
1,"April 13, 2020",Lavender Vanilla
1,"April 11, 2020",Enchanted Moon
1,"April 11, 2020",Lavender Vanilla
1,"April 11, 2020",Pink Sands
1,"April 11, 2020",Lilac Blossoms
5,"April 11, 2020",Fresh Cut Roses
4,"April 9, 2020",Fresh Cut Roses
1,"April 9, 2020",Lavender
5,"April 9, 2020",Enchanted Moon
1,"April 9, 2020",Lilac Blossoms
5,"April 8, 2020",Fresh Cut Roses
4,"April 8, 2020","Lavender, Lilac Blossoms"
3,"April 8, 2020",Pink Sands
1,"April 6, 2020",Lavender Vanilla
5,"April 5, 2020",Lilac Blossoms
5,"April 5, 2020",Beach Walk
5,"April 4, 2020",Fresh Cut Roses
1,"April 4, 2020",Beach Walk
5,"April 4, 2020",Lilac Blossoms
1,"April 2, 2020",Lilac Blossoms
5,"April 2, 2020",Honey Lavender Gelato
5,"April 2, 2020",Lilac Blossoms
2,"April 1, 2020",Lilac Blossoms
5,"March 31, 2020",Lavender Vanilla
2,"March 31, 2020",Enchanted Moon
2,"March 31, 2020",White Gardenia
4,"March 31, 2020",Midnight Jasmine
5,"March 31, 2020",Lilac Blossoms
1,"March 30, 2020",Midnight Jasmine
4,"March 29, 2020",Beach Walk
1,"March 28, 2020",Lilac Blossoms
5,"March 28, 2020",Lilac Blossoms
2,"March 26, 2020",Pink Sands
5,"March 24, 2020",White Gardenia
5,"March 23, 2020",Pink Sands
5,"March 23, 2020",Lilac Blossoms
5,"March 23, 2020",Midnight Jasmine
5,"March 23, 2020",Lavender
5,"March 23, 2020",Pink Sands
5,"March 22, 2020",Lavender
5,"March 22, 2020",Beach Walk
5,"March 22, 2020",Lilac Blossoms
4,"March 22, 2020",Pink Sands
5,"March 22, 2020",Enchanted Moon
5,"March 22, 2020",Pink Sands
5,"March 22, 2020",Pink Sands
5,"March 22, 2020",Lilac Blossoms
5,"March 21, 2020",Pink Sands
5,"March 21, 2020",Pink Sands
5,"March 21, 2020",Sun & Sand
5,"March 21, 2020",Pink Sands
4,"March 21, 2020",Beach Walk
5,"March 21, 2020",Beach Walk
5,"March 20, 2020",Beach Walk
4,"March 20, 2020",Pink Sands
5,"March 20, 2020",Pink Sands
5,"March 20, 2020",Lilac Blossoms
5,"March 20, 2020",Pink Sands
5,"March 20, 2020",Lilac Blossoms
5,"March 20, 2020",Lilac Blossoms
5,"March 19, 2020",Fresh Cut Roses
5,"March 18, 2020",Pink Sands
5,"March 17, 2020",Lilac Blossoms
4,"March 17, 2020",White Gardenia
3,"March 16, 2020",Beach Walk
5,"March 15, 2020",Wedding Day
5,"March 14, 2020",Sun & Sand
4,"March 14, 2020",Pink Sands
5,"March 14, 2020",Pink Sands
5,"March 14, 2020",Lilac Blossoms
5,"March 14, 2020",Pink Sands
5,"March 13, 2020",Pink Sands
5,"March 13, 2020",Fresh Cut Roses
5,"March 13, 2020",Lilac Blossoms
4,"March 13, 2020",Lilac Blossoms
5,"March 13, 2020",White Gardenia
1,"March 12, 2020",Pink Sands
5,"March 12, 2020",Pink Sands
5,"March 12, 2020",White Gardenia
5,"March 12, 2020",Pink Sands
4,"March 12, 2020",Fresh Cut Roses
5,"March 12, 2020",Pink Sands
5,"March 11, 2020",Sun & Sand
5,"March 11, 2020",Pink Sands
5,"March 11, 2020",Midnight Jasmine
5,"March 11, 2020",Lavender
4,"March 11, 2020",Pink Sands
5,"March 10, 2020",Pink Sands
5,"March 10, 2020",Lavender
5,"March 10, 2020",Lilac Blossoms
5,"March 10, 2020",Pink Sands
5,"March 9, 2020",Pink Sands
3,"March 9, 2020",Midnight Jasmine
5,"March 9, 2020",Fresh Cut Roses
5,"March 9, 2020",Pink Sands
5,"March 8, 2020",Pink Sands
5,"March 8, 2020",Pink Sands
5,"March 8, 2020",Pink Sands
5,"March 8, 2020",Lilac Blossoms
5,"March 8, 2020",Lilac Blossoms
5,"March 7, 2020",Pink Sands
5,"March 7, 2020",Lilac Blossoms
5,"March 7, 2020",Pink Sands
4,"March 7, 2020",Pink Sands
5,"March 6, 2020",Pink Sands
5,"March 6, 2020",Fresh Cut Roses
5,"March 5, 2020",Fresh Cut Roses
5,"March 5, 2020",Lilac Blossoms
5,"March 4, 2020",Pink Sands
3,"March 4, 2020",Lavender
5,"March 3, 2020",Beach Walk
5,"March 3, 2020",Pink Sands
5,"March 1, 2020",Pink Sands
4,"March 1, 2020",Lavender Vanilla
5,"March 1, 2020","Lavender, Lilac Blossoms"
5,"March 1, 2020",Lilac Blossoms
3,"February 29, 2020",Pink Sands
5,"February 29, 2020",Pink Sands
5,"February 29, 2020",Lilac Blossoms
5,"February 29, 2020",Pink Sands
5,"February 29, 2020",Pink Sands
5,"February 28, 2020",Pink Sands
5,"February 28, 2020",Pink Sands
5,"February 28, 2020",Lilac Blossoms
5,"February 27, 2020",Pink Sands
5,"February 26, 2020",Lilac Blossoms
5,"February 26, 2020",Pink Sands
3,"February 26, 2020",Pink Sands
5,"February 26, 2020",Pink Sands
5,"February 25, 2020",Lavender Vanilla
5,"February 25, 2020",Pink Sands
5,"February 25, 2020",Lilac Blossoms
5,"February 25, 2020",Pink Sands
5,"February 25, 2020",Pink Sands
1,"February 24, 2020",Pink Sands
3,"February 24, 2020",Fresh Cut Roses
5,"February 24, 2020",Fresh Cut Roses
5,"February 24, 2020",Midnight Jasmine
5,"February 24, 2020",Pink Sands
5,"February 23, 2020",Pink Sands
5,"February 23, 2020",Pink Sands
5,"February 23, 2020",Pink Sands
5,"February 23, 2020",Pink Sands
5,"February 22, 2020",Beach Walk
5,"February 22, 2020",Pink Sands
5,"February 22, 2020",Lilac Blossoms
5,"February 22, 2020",Fresh Cut Roses
5,"February 22, 2020",Pink Sands
5,"February 21, 2020",Lilac Blossoms
5,"February 20, 2020",Lavender
5,"February 20, 2020",Pink Sands
5,"February 20, 2020",Pink Sands
4,"February 19, 2020",Lilac Blossoms
5,"February 19, 2020",White Gardenia
5,"February 19, 2020",Beach Walk
5,"February 19, 2020",Pink Sands
4,"February 19, 2020",Lilac Blossoms
1,"February 18, 2020",Honey Lavender Gelato
1,"February 18, 2020",Pink Sands
5,"February 18, 2020",Pink Sands
5,"February 18, 2020",Lilac Blossoms
5,"February 18, 2020",Pink Sands
5,"February 18, 2020",Honey Lavender Gelato
5,"February 18, 2020",Pink Sands
1,"February 17, 2020",Pink Sands
4,"February 17, 2020",Lavender Vanilla
1,"February 17, 2020",Enchanted Moon
5,"February 17, 2020",Pink Sands
5,"February 17, 2020",Pink Sands
5,"February 16, 2020",Lilac Blossoms
5,"February 16, 2020",Fresh Cut Roses
2,"February 16, 2020",Lavender Vanilla
5,"February 16, 2020",Lilac Blossoms
5,"February 15, 2020",White Gardenia
5,"February 15, 2020","Lavender, Lilac Blossoms"
2,"February 14, 2020",Lilac Blossoms
5,"February 14, 2020",Pink Sands
5,"February 14, 2020",Pink Sands
5,"February 14, 2020","Lavender, Lilac Blossoms"
5,"February 14, 2020",Lavender
5,"February 14, 2020",Pink Sands
5,"February 13, 2020",Enchanted Moon
5,"February 13, 2020",Pink Sands
5,"February 13, 2020",Fresh Cut Roses
3,"February 13, 2020",Pink Sands
5,"February 12, 2020",Pink Sands
1,"February 12, 2020",Pink Sands
5,"February 12, 2020",Fresh Cut Roses
1,"February 12, 2020",Pink Sands
5,"February 11, 2020",Beach Walk
5,"February 11, 2020",Pink Sands
5,"February 11, 2020",Pink Sands
5,"February 10, 2020",White Gardenia
1,"February 10, 2020",Fresh Cut Roses
5,"February 10, 2020",Pink Sands
5,"February 10, 2020",Pink Sands
4,"February 10, 2020",Pink Sands
5,"February 10, 2020",Pink Sands
1,"February 10, 2020",Pink Sands
1,"February 10, 2020",Fresh Cut Roses
5,"February 9, 2020",White Gardenia
5,"February 9, 2020",Lavender
5,"February 9, 2020",Lilac Blossoms
5,"February 9, 2020",Lilac Blossoms
5,"February 9, 2020",Pink Sands
5,"February 9, 2020",Lilac Blossoms
5,"February 9, 2020",Pink Sands
5,"February 9, 2020",Sun-Drenched Apricot Rose
5,"February 9, 2020",Fresh Cut Roses
5,"February 8, 2020",Pink Sands
5,"February 8, 2020",Lavender Vanilla
5,"February 8, 2020",Lilac Blossoms
1,"February 8, 2020",Lavender
5,"February 8, 2020",Sun-Drenched Apricot Rose
5,"February 7, 2020",Pink Sands
5,"February 7, 2020",Lilac Blossoms
5,"February 7, 2020",Pink Sands
5,"February 6, 2020",Pink Sands
5,"February 6, 2020",Lilac Blossoms
5,"February 6, 2020",Pink Sands
5,"February 6, 2020",Lilac Blossoms
5,"February 6, 2020",Sun-Drenched Apricot Rose
1,"February 6, 2020",Pink Sands
5,"February 5, 2020",Pink Sands
5,"February 5, 2020",Pink Sands
5,"February 5, 2020",Lilac Blossoms
5,"February 5, 2020",Pink Sands
5,"February 5, 2020",Pink Sands
5,"February 5, 2020",Beach Walk
5,"February 5, 2020",Pink Sands
5,"February 4, 2020",Fresh Cut Roses
5,"February 4, 2020",White Gardenia
5,"February 4, 2020",Lavender
5,"February 4, 2020",Enchanted Moon
1,"February 3, 2020",Pink Sands
5,"February 3, 2020",Pink Sands
5,"February 3, 2020",Sun & Sand
5,"February 3, 2020",Pink Sands
1,"February 3, 2020",Pink Sands
5,"February 3, 2020",Pink Sands
5,"February 3, 2020",Pink Sands
5,"February 2, 2020",Lilac Blossoms
1,"February 2, 2020",Pink Sands
3,"February 2, 2020",Beach Walk
5,"February 2, 2020",Pink Sands
5,"February 2, 2020",Lilac Blossoms
5,"February 1, 2020",Pink Sands
5,"February 1, 2020",Lilac Blossoms
5,"February 1, 2020",Lilac Blossoms
5,"February 1, 2020",Lilac Blossoms
3,"February 1, 2020",Pink Sands
5,"February 1, 2020",Lilac Blossoms
5,"February 1, 2020",Sun & Sand
5,"February 1, 2020",Pink Sands
5,"January 31, 2020",Fresh Cut Roses
5,"January 31, 2020",Pink Sands
5,"January 31, 2020",Pink Sands
5,"January 31, 2020",Black Coconut
5,"January 31, 2020",Lilac Blossoms
5,"January 30, 2020",Pink Sands
5,"January 30, 2020",Lilac Blossoms
5,"January 30, 2020",Pink Sands
5,"January 30, 2020",Lilac Blossoms
5,"January 30, 2020",Lavender Vanilla
5,"January 29, 2020",Pink Sands
5,"January 29, 2020",Pink Sands
5,"January 29, 2020",Lilac Blossoms
5,"January 29, 2020",Pink Sands
5,"January 29, 2020",Lilac Blossoms
5,"January 29, 2020",Lilac Blossoms
4,"January 28, 2020",Lilac Blossoms
5,"January 28, 2020","Lavender, Lilac Blossoms"
5,"January 28, 2020",Pink Sands
3,"January 28, 2020",Pink Sands
5,"January 27, 2020",Pink Sands
5,"January 27, 2020",Pink Sands
5,"January 27, 2020",Pink Sands
5,"January 26, 2020",Lilac Blossoms
5,"January 26, 2020",Fresh Cut Roses
5,"January 25, 2020",Pink Sands
4,"January 25, 2020",Pink Sands
5,"January 24, 2020",Pink Sands
5,"January 24, 2020",Beach Walk
5,"January 22, 2020",Pink Sands
5,"January 22, 2020",Pink Sands
5,"January 22, 2020",Pink Sands
5,"January 22, 2020",Pink Sands
5,"January 21, 2020",Lilac Blossoms
5,"January 21, 2020",Lilac Blossoms
5,"January 20, 2020",Pink Sands
5,"January 20, 2020",Lilac Blossoms
4,"January 20, 2020",Lavender
5,"January 20, 2020","Lavender, Lilac Blossoms"
5,"January 20, 2020",Pink Sands
5,"January 20, 2020",Pink Sands
5,"January 20, 2020",Pink Sands
5,"January 20, 2020",Lilac Blossoms
1,"January 19, 2020",Lilac Blossoms
5,"January 19, 2020",Pink Sands
5,"January 19, 2020",Lavender Vanilla
5,"January 19, 2020",Fresh Cut Roses
5,"January 19, 2020",Pink Sands
5,"January 18, 2020",Pink Sands
5,"January 18, 2020",Pink Sands
5,"January 17, 2020",White Gardenia
5,"January 17, 2020",Pink Sands
5,"January 17, 2020",Sun-Drenched Apricot Rose
5,"January 17, 2020",Lilac Blossoms
5,"January 17, 2020",Beach Walk
5,"January 17, 2020",Enchanted Moon
4,"January 17, 2020",Pink Sands
4,"January 16, 2020",Pink Sands
5,"January 16, 2020",Pink Sands
5,"January 16, 2020",Sun & Sand
5,"January 16, 2020",Lavender Vanilla
5,"January 16, 2020",Pink Sands
5,"January 16, 2020",Fresh Cut Roses
5,"January 16, 2020",Enchanted Moon
5,"January 15, 2020",Beach Walk
1,"January 15, 2020",Lilac Blossoms
5,"January 15, 2020",Pink Sands
5,"January 15, 2020",Pink Sands
5,"January 15, 2020",Beach Walk
5,"January 15, 2020",Pink Sands
5,"January 14, 2020",Pink Sands
4,"January 14, 2020",Lilac Blossoms
5,"January 14, 2020",Lilac Blossoms
5,"January 14, 2020",Pink Sands
5,"January 14, 2020",Lilac Blossoms
5,"January 14, 2020",Pink Sands
5,"January 14, 2020",Pink Sands
2,"January 13, 2020",Pink Sands
4,"January 13, 2020",Pink Sands
5,"January 13, 2020",Pink Sands
5,"January 12, 2020",Pink Sands
5,"January 12, 2020",Fresh Cut Roses
5,"January 12, 2020",Honey Lavender Gelato
5,"January 12, 2020",Pink Sands
5,"January 12, 2020",Pink Sands
5,"January 12, 2020",Fresh Cut Roses
5,"January 12, 2020",Lilac Blossoms
5,"January 12, 2020",White Gardenia
5,"January 11, 2020",Pink Sands
5,"January 11, 2020",Pink Sands
5,"January 11, 2020",Pink Sands
5,"January 11, 2020",Pink Sands
5,"January 11, 2020",Fresh Cut Roses
5,"January 11, 2020",Pink Sands
5,"January 11, 2020",Beach Walk
5,"January 10, 2020",Lilac Blossoms
5,"January 10, 2020",Beach Walk
5,"January 10, 2020",Lilac Blossoms
5,"January 9, 2020",Beach Walk
5,"January 9, 2020",Pink Sands
5,"January 9, 2020",Pink Sands
5,"January 8, 2020",Lilac Blossoms
5,"January 8, 2020",Pink Sands
5,"January 8, 2020",Wedding Day
5,"January 8, 2020",Pink Sands
5,"January 8, 2020",Pink Sands
3,"January 8, 2020",White Gardenia
5,"January 8, 2020",White Gardenia
5,"January 7, 2020",Lilac Blossoms
5,"January 7, 2020",Pink Sands
5,"January 7, 2020",Pink Sands
5,"January 6, 2020",Pink Sands
2,"January 6, 2020",Lilac Blossoms
5,"January 6, 2020",Honey Lavender Gelato
5,"January 6, 2020",Lilac Blossoms
5,"January 5, 2020",Pink Sands
1,"January 5, 2020",Lilac Blossoms
5,"January 5, 2020",Pink Sands
5,"January 5, 2020",Pink Sands
5,"January 5, 2020",Pink Sands
5,"January 5, 2020",Lavender
5,"January 5, 2020",Beach Walk
5,"January 5, 2020",Pink Sands
5,"January 5, 2020",Pink Sands
1,"January 5, 2020",Lilac Blossoms
5,"January 5, 2020",Lilac Blossoms
5,"January 4, 2020",Lilac Blossoms
5,"January 4, 2020",Pink Sands
5,"January 4, 2020",Pink Sands
5,"January 4, 2020",Pink Sands
5,"January 4, 2020",Pink Sands
5,"January 4, 2020",Pink Sands
5,"January 4, 2020",Lilac Blossoms
5,"January 3, 2020",Lilac Blossoms
5,"January 3, 2020",Lavender
5,"January 3, 2020",Midnight Jasmine
5,"January 2, 2020",Enchanted Moon
5,"January 2, 2020",Pink Sands
5,"January 2, 2020",Fresh Cut Roses
5,"January 2, 2020",Lavender Vanilla
5,"January 2, 2020",Enchanted Moon
3,"January 2, 2020",Beach Walk
5,"January 2, 2020",Lilac Blossoms
5,"January 2, 2020",Pink Sands
5,"January 1, 2020",Pink Sands
5,"January 1, 2020",Pink Sands
5,"January 1, 2020",Lilac Blossoms
1,"December 31, 2019",Pink Sands
5,"December 31, 2019",Pink Sands
3,"December 31, 2019",Fresh Cut Roses
5,"December 31, 2019",Enchanted Moon
5,"December 31, 2019",Fresh Cut Roses
5,"December 31, 2019",Lilac Blossoms
5,"December 31, 2019",Pink Sands
5,"December 31, 2019",Pink Sands
5,"December 30, 2019",Pink Sands
5,"December 30, 2019","Lavender, Lilac Blossoms"
5,"December 30, 2019",Pink Sands
5,"December 30, 2019",Pink Sands
5,"December 30, 2019",Pink Sands
5,"December 30, 2019",Pink Sands
5,"December 30, 2019",Lavender Vanilla
5,"December 30, 2019",Pink Sands
5,"December 30, 2019",Lilac Blossoms
5,"December 29, 2019",Lilac Blossoms
5,"December 29, 2019",Beach Walk
5,"December 29, 2019",White Gardenia
5,"December 29, 2019",Lilac Blossoms
3,"December 29, 2019",Lilac Blossoms
5,"December 28, 2019",Beach Walk
5,"December 28, 2019","Lavender, Lilac Blossoms"
5,"December 28, 2019",Midnight Jasmine
5,"December 28, 2019",Pink Sands
5,"December 28, 2019",Pink Sands
5,"December 28, 2019",White Gardenia
5,"December 28, 2019",Pink Sands
5,"December 28, 2019",Midnight Jasmine
5,"December 27, 2019",White Gardenia
5,"December 27, 2019",Pink Sands
5,"December 27, 2019",Lavender
5,"December 27, 2019",Lilac Blossoms
5,"December 27, 2019",Lavender
5,"December 27, 2019",Pink Sands
5,"December 27, 2019","Lavender, Lilac Blossoms"
5,"December 27, 2019",Midnight Jasmine
5,"December 27, 2019",Pink Sands
1,"December 27, 2019",Fresh Cut Roses
5,"December 26, 2019",Pink Sands
2,"December 26, 2019",Fresh Cut Roses
5,"December 25, 2019",Pink Sands
5,"December 25, 2019",Pink Sands
5,"December 24, 2019",Pink Sands
3,"December 24, 2019",Lavender
5,"December 24, 2019",Lilac Blossoms
5,"December 23, 2019",Pink Sands
5,"December 23, 2019",Pink Sands
5,"December 23, 2019","Lavender, Lilac Blossoms"
5,"December 23, 2019",Pink Sands
5,"December 22, 2019",Pink Sands
5,"December 22, 2019",Fresh Cut Roses
2,"December 22, 2019",Lilac Blossoms
5,"December 21, 2019",Beach Walk
1,"December 21, 2019",Lavender
5,"December 21, 2019",Lilac Blossoms
5,"December 21, 2019",Fresh Cut Roses
5,"December 21, 2019",Lilac Blossoms
5,"December 20, 2019",Pink Sands
5,"December 20, 2019",Pink Sands
5,"December 20, 2019",Pink Sands
5,"December 20, 2019",Pink Sands
3,"December 19, 2019","Lavender, Lilac Blossoms"
5,"December 19, 2019",Beach Walk
5,"December 19, 2019",Pink Sands
5,"December 19, 2019",Lilac Blossoms
5,"December 19, 2019",Pink Sands
5,"December 19, 2019",Pink Sands
5,"December 19, 2019",Lilac Blossoms
5,"December 19, 2019",Pink Sands
5,"December 18, 2019",Pink Sands
4,"December 18, 2019",Lilac Blossoms
5,"December 18, 2019",Pink Sands
5,"December 17, 2019",Pink Sands
5,"December 17, 2019",Pink Sands
4,"December 17, 2019",Pink Sands
5,"December 17, 2019",Pink Sands
5,"December 16, 2019",Fresh Cut Roses
5,"December 16, 2019",Lilac Blossoms
5,"December 16, 2019",Pink Sands
5,"December 16, 2019",Pink Sands
5,"December 16, 2019",Lavender
5,"December 16, 2019",Lilac Blossoms
3,"December 15, 2019",Pink Sands
